time,latitude,longitude,mag
2011-11-05T07:12:45.000Z,35.55,-96.764,4.8
2011-11-05T07:27:19.000Z,35.544,-96.765,3.3
2011-11-05T07:44:34.000Z,35.54,-96.761,2.6
2011-11-05T07:50:42.000Z,35.554,-96.769,2.6
2011-11-05T07:55:35.000Z,35.533,-96.757,2.6
2011-11-05T09:12:11.000Z,35.528,-96.766,3.3
2011-11-05T11:24:15.000Z,35.525,-96.773,3.4
2011-11-05T13:42:26.000Z,35.53,-96.766,3.2
2011-11-05T14:36:30.380Z,35.518,-96.778,3.6
2011-11-06T01:03:58.000Z,35.546,-96.749,3
2011-11-06T03:53:10.000Z,35.532,-96.765,5.7
2011-11-06T04:03:42.000Z,35.521,-96.771,4
2011-11-06T04:08:13.000Z,35.515,-96.789,3
2011-11-06T04:31:50.000Z,35.522,-96.776,3.9
2011-11-06T04:53:59.000Z,35.546,-96.749,3.3
2011-11-06T06:31:11.000Z,35.479,-96.859,3.7
2011-11-06T07:32:41.000Z,35.48,-96.847,3.2
2011-11-06T07:38:31.710Z,35.517,-96.834,3.6
2011-11-06T08:04:56.270Z,35.585,-96.836,3
2011-11-06T08:14:13.000Z,35.525,-96.771,3.1
2011-11-06T09:22:04.000Z,35.485,-96.844,3.5
2011-11-06T09:39:57.000Z,35.469,-96.865,3.7
2011-11-06T10:52:35.000Z,35.537,-96.779,3.6
2011-11-06T11:03:52.000Z,35.496,-96.838,3.1
2011-11-06T11:16:20.770Z,35.522,-96.819,2.8
2011-11-06T11:20:22.000Z,35.485,-96.866,2.9
2011-11-06T15:07:07.000Z,35.484,-96.856,3.8
2011-11-06T16:26:57.000Z,35.517,-96.769,2.9
2011-11-06T17:52:35.000Z,35.494,-96.828,3.4
2011-11-06T18:26:57.000Z,35.473,-96.869,3.1
2011-11-06T22:19:34.840Z,35.55,-96.751,2.9
2011-11-07T00:03:50.000Z,35.504,-96.808,2.9
2011-11-07T01:17:13.000Z,35.522,-96.778,3
2011-11-07T01:26:31.000Z,35.518,-96.786,3.3
2011-11-07T02:38:20.000Z,35.533,-96.75,3.1
2011-11-07T02:46:39.000Z,35.518,-96.8,2.5
2011-11-07T08:12:35.000Z,35.512,-96.786,3.1
2011-11-07T13:50:20.000Z,35.477,-96.856,3.1
2011-11-07T17:09:52.000Z,35.506,-96.798,3.2
2011-11-08T02:46:57.000Z,35.531,-96.788,4.8
2011-11-08T03:05:07.000Z,35.52,-96.786,3.1
2011-11-08T19:05:18.000Z,35.526,-96.77,3.5
2011-11-09T12:08:36.000Z,35.534,-96.761,3.4
2011-11-09T15:21:02.000Z,35.513,-97.39,3
2011-11-09T16:22:53.000Z,35.521,-96.786,2.9
2011-11-10T08:36:38.000Z,35.487,-96.85,3.2
2011-11-11T19:19:16.000Z,35.537,-96.753,3.2
2011-11-12T01:18:43.000Z,35.545,-96.73,3.1
2011-11-12T01:41:03.000Z,35.532,-96.753,3.2
2011-11-13T09:01:25.000Z,35.464,-96.869,2.5
2011-11-13T09:49:12.000Z,35.457,-96.876,3.2
2011-11-13T10:33:57.000Z,35.465,-96.878,2.9
2011-11-14T05:31:42.000Z,35.521,-96.782,3.2
2011-11-14T18:20:57.000Z,35.794,-98.451,2.6
2011-11-14T20:26:39.000Z,35.543,-96.752,2.5
2011-11-16T05:17:11.000Z,35.521,-96.785,2.8
2011-11-16T15:27:16.000Z,35.518,-96.779,2.7
2011-11-16T17:10:52.000Z,35.505,-96.803,3.2
2011-11-18T06:12:37.000Z,35.566,-97.294,2.8
2011-11-18T07:41:08.000Z,35.541,-96.762,3.3
2011-11-20T05:54:02.000Z,35.551,-96.745,2.8
2011-11-20T09:43:07.000Z,35.624,-97.19,2.6
2011-11-21T07:36:23.000Z,35.734,-97.164,2.8
2011-11-21T21:46:09.000Z,35.503,-96.81,3
2011-11-24T21:11:04.000Z,35.563,-96.788,3.4
2011-11-25T20:08:55.000Z,35.461,-96.887,2.5
2011-11-25T20:09:47.000Z,35.461,-96.881,3.4
2011-11-25T21:24:29.000Z,35.512,-96.746,3.4
2011-11-27T11:52:26.000Z,35.728,-97.166,3.1
2011-11-29T09:22:33.000Z,35.536,-96.759,2.7
2011-11-29T15:03:14.000Z,34.923,-96,2.7
2011-12-01T05:29:34.000Z,35.481,-97.034,2.7
2011-12-03T04:42:12.000Z,35.525,-96.768,3.3
2011-12-09T16:46:50.000Z,35.475,-96.855,3
2011-12-12T16:19:44.000Z,35.534,-96.751,2.5
2011-12-13T18:57:57.000Z,35.492,-97.265,2.5
2011-12-25T14:10:41.000Z,35.398,-96.53,3.6
2011-12-31T08:07:17.000Z,35.391,-96.52,3.6
2012-01-01T13:23:24.000Z,35.53,-96.762,2.8
2012-01-01T14:15:21.000Z,35.526,-96.766,2.8
2012-01-03T10:56:58.000Z,35.536,-96.75,3.4
2012-01-06T04:02:47.000Z,35.538,-96.766,2.9
2012-01-09T02:50:07.000Z,35.544,-97.279,2.8
2012-01-17T13:26:43.000Z,35.378,-96.546,3
2012-01-27T04:17:27.000Z,35.6,-96.895,2.5
2012-01-29T11:33:48.000Z,35.511,-96.788,2.7
2012-02-07T16:29:29.000Z,35.395,-96.524,3.3
2012-02-08T09:43:30.000Z,35.538,-96.741,2.5
2012-02-08T19:04:32.000Z,35.578,-97.286,2.8
2012-02-18T06:24:28.000Z,35.546,-97.272,2.6
2012-02-18T20:28:10.000Z,35.811,-96.91,2.9
2012-02-22T00:30:34.000Z,35.547,-97.282,2.9
2012-02-26T09:15:43.000Z,35.633,-97.068,2.9
2012-02-27T01:19:09.000Z,35.433,-96.567,2.8
2012-02-29T22:20:42.000Z,35.725,-97.168,3
2012-03-03T08:44:12.000Z,35.619,-97.063,2.6
2012-03-08T05:17:39.000Z,35.621,-97.069,2.9
2012-03-10T10:11:42.000Z,35.446,-96.572,3.1
2012-03-25T14:09:21.000Z,35.505,-97.246,2.5
2012-03-31T11:54:11.000Z,35.437,-96.574,3.3
